PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Charreton, Mercedes; Decourtye, Axel; Henry, Mickael; Rodet, Guy; Sandoz, Jean-Christophe; Charnet, Pierre; Collet, Claude								A Locomotor Deficit Induced by Sublethal Doses of Pyrethroid and Neonicotinoid Insecticides in the Honeybee Apis mellifera								PLOS ONE				10	12					e0144879	10.1371/journal.pone.0144879			DEC 14 2015	2015										20							WOS:000366715900130		
J	Chang, Chih-Wei G. V.								FROM SOIL TO SUPER: FOOD SECURITY FROM THE GROUNDS								LANDSCAPE ARCHITECTURE FRONTIERS				3	6									DEC 2015	2015										0							WOS:000388173300005		
J	Li, Hongliang; Wu, Fan; Zhao, Lei; Tan, Jing; Jiang, Hongtao; Hu, Fuliang								Neonicotinoid insecticide interact with honeybee odorant-binding protein: Implication for olfactory dysfunction								INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES				81				624	630		10.1016/j.ijbiomac.2015.08.055			NOV 2015	2015										11							WOS:000367408300078		
J	Karahan, Ahmed; Cakmak, Ibrahim; Hranitz, John M.; Karaca, Ismail; Wells, Harrington								Sublethal imidacloprid effects on honey bee flower choices when foraging								ECOTOXICOLOGY				24	9			2017	2025		10.1007/s10646-015-1537-2			NOV 2015	2015										9							WOS:000365757900019		
J	Bahreini, Rassol; Currie, Robert W.								The influence of Nosema (Microspora: Nosematidae) infection on honey bee (Hymenoptera: Apidae) defense against Varroa destructor (Mesostigmata: Varroidae)								JOURNAL OF INVERTEBRATE PATHOLOGY				132				57	65		10.1016/j.jip.2015.07.019			NOV 2015	2015										4							WOS:000365630200004		
J	Maddaloni, M.; Pascual, D. W.								Isolation of oxalotrophic bacteria associated with Varroa destructor mites								LETTERS IN APPLIED MICROBIOLOGY				61	5			411	417		10.1111/lam.12486			NOV 2015	2015										2							WOS:000365384000001		
J	Hirano, Tetsushi; Yanai, Shogo; Omotehara, Takuya; Hashimoto, Rie; Umemura, Yuria; Kubota, Naoto; Minami, Kiichi; Nagahara, Daichi; Matsuo, Eiko; Aihara, Yoshiko; Shinohara, Ryota; Furuyashiki, Tomoyuki; Mantani, Youhei; Yokoyama, Toshifumi; Kitagawa, Hiroshi; Hoshi, Nobuhiko								The combined effect of clothianidin and environmental stress on the behavioral and reproductive function in male mice								JOURNAL OF VETERINARY MEDICAL SCIENCE				77	10			1207	1215		10.1292/jvms.15-0188			OCT 2015	2015										9							WOS:000363831100003		
J	Gisder, Sebastian; Genersch, Elke								Special Issue: Honey Bee Viruses								VIRUSES-BASEL				7	10			5603	5608		10.3390/v7102885			OCT 2015	2015										3							WOS:000364242200027		
J	Koo, Jinmo; Son, Tae-Gwon; Kim, Soo-Yeon; Lee, Kyeong-Yeoll								Differential responses of Apis mellifera heat shock protein genes to heat shock, flower-thinning formulations, and imidacloprid								JOURNAL OF ASIA-PACIFIC ENTOMOLOGY				18	3			583	589		10.1016/j.aspen.2015.06.011			SEP 2015	2015										8							WOS:000369349500035		
J	Ravoet, Jorgen; Schwarz, Ryan S.; Descamps, Tine; Yanez, Orlando; Tozkar, Cansu Ozge; Martin-Hernandez, Raquel; Bartolome, Carolina; De Smet, Lina; Higes, Mariano; Wenseleers, Tom; Schmid-Hempel, Regula; Neumann, Peter; Kadowaki, Tatsuhiko; Evans, Jay D.; de Graaf, Dirk C.								Differential diagnosis of the honey bee trypanosomatids Crithidia mellificae and Lotmaria passim								JOURNAL OF INVERTEBRATE PATHOLOGY				130				21	27		10.1016/j.jip.2015.06.007			SEP 2015	2015										9							WOS:000361258800004		
J	Michaud, Sarah; Boncristiani, Humberto F., Jr.; Gouw, Joost W.; Strand, Micheline K.; Pettis, Jeffrey; Rueppell, Olav; Foster, Leonard J.								Response of the honey bee (Apis mellifera) proteome to Israeli acute paralysis virus (IAPV) infection								CANADIAN JOURNAL OF ZOOLOGY				93	9			711	720		10.1139/cjz-2014-0181			SEP 2015	2015										6							WOS:000360946900005		
J	Schwarz, Ryan S.; Bauchan, Gary R.; Murphy, Charles A.; Ravoet, Jorgen; de Graaf, Dirk C.; Evans, Jay D.								Characterization of Two Species of Trypanosomatidae from the Honey Bee Apis mellifera: Crithidia mellificae Langridge and McGhee, 1967 and Lotmaria passim n. gen., n. sp.								JOURNAL OF EUKARYOTIC MICROBIOLOGY				62	5			567	583		10.1111/jeu.12209			SEP-OCT 2015	2015										36							WOS:000360970100001		
J	Lundin, Ola; Rundlof, Maj; Smith, Henrik G.; Fries, Ingemar; Bommarco, Riccardo								Neonicotinoid Insecticides and Their Impacts on Bees: A Systematic Review of Research Approaches and Identification of Knowledge Gaps								PLOS ONE				10	8					e0136928	10.1371/journal.pone.0136928			AUG 27 2015	2015										65							WOS:000360144000108		
J	Barron, Andrew B.								Death of the bee hive: understanding the failure of an insect society								CURRENT OPINION IN INSECT SCIENCE				10				45	50		10.1016/j.cois.2015.04.004			AUG 2015	2015										24							WOS:000369017500008		
J	Brutscher, Laura M.; Daughenbaugh, Katie F.; Flenniken, Michelle L.								Antiviral defense mechanisms in honey bees								CURRENT OPINION IN INSECT SCIENCE				10				71	82		10.1016/j.cois.2015.04.016			AUG 2015	2015										29							WOS:000369017500012		
J	Grozinger, Christina M.; Robinson, Gene E.								The power and promise of applying genomics to honey bee health								CURRENT OPINION IN INSECT SCIENCE				10				124	132		10.1016/j.cois.2015.03.007			AUG 2015	2015										10							WOS:000369017500019		
J	DeGrandi-Hoffman, Gloria; Chen, Yanping								Nutrition, immunity and viral infections in honey bees								CURRENT OPINION IN INSECT SCIENCE				10				170	176		10.1016/j.cois.2015.05.007			AUG 2015	2015										31							WOS:000369017500025		
J	Mullin, Christopher A.								Effects of 'inactive' ingredients on bees								CURRENT OPINION IN INSECT SCIENCE				10				194	200		10.1016/j.cois.2015.05.006			AUG 2015	2015										12							WOS:000369017500028		
J	Ellis, Katherine E.; Barbercheck, Mary E.								Management of Overwintering Cover Crops Influences Floral Resources and Visitation by Native Bees								ENVIRONMENTAL ENTOMOLOGY				44	4			999	1010		10.1093/ee/nvv086			AUG 2015	2015										4							WOS:000359668100009		
J	Barbosa, Wagner F.; Smagghe, Guy; Guedes, Raul Narciso C.								Pesticides and reduced-risk insecticides, native bees and pantropical stingless bees: pitfalls and perspectives								PEST MANAGEMENT SCIENCE				71	8			1049	1053		10.1002/ps.4025			AUG 2015	2015										26							WOS:000357597400001		
J	Antunez, Karina; Anido, Matilde; Branchiccela, Belen; Harriet, Jorge; Campa, Juan; Invernizzi, Ciro; Santos, Estela; Higes, Mariano; Martin-Hernandez, Raquel; Zunino, Pablo								Seasonal Variation of Honeybee Pathogens and its Association with Pollen Diversity in Uruguay								MICROBIAL ECOLOGY				70	2			522	533		10.1007/s00248-015-0594-7			AUG 2015	2015										12							WOS:000357680900020		
J	Gosselin-Badaroudine, Pascal; Moreau, Adrien; Delemotte, Lucie; Cens, Thierry; Collet, Claude; Rousset, Matthieu; Charnet, Pierre; Klein, Michael L.; Chahine, Mohamed								Characterization of the honeybee AmNa(V)1 channel and tools to assess the toxicity of insecticides								SCIENTIFIC REPORTS				5						12475	10.1038/srep12475			JUL 23 2015	2015										7							WOS:000358361900001		
J	van den Heever, Johan P.; Thompson, Thomas S.; Curtis, Jonathan M.; Pernal, Stephen F.								Stability of dicyclohexylamine and fumagillin in honey								FOOD CHEMISTRY				179				152	158		10.1016/j.foodchem.2015.01.111			JUL 15 2015	2015										7							WOS:000352926400018		
J	Jose, Antony M.								Movement of regulatory RNA between animal cells								GENESIS				53	7			395	416		10.1002/dvg.22871			JUL 2015	2015										14							WOS:000358445400001		
J	Sachman-Ruiz, Bernardo; Narvaez-Padilla, Veronica; Reynaud, Enrique								Commercial Bombus impatiens as reservoirs of emerging infectious diseases in central Mexico								BIOLOGICAL INVASIONS				17	7			2043	2053		10.1007/s10530-015-0859-6			JUL 2015	2015										16							WOS:000355685700009		
J	Hedtke, Shannon M.; Blitzer, Eleanor J.; Montgomery, Graham A.; Danforth, Bryan N.								Introduction of Non-Native Pollinators Can Lead to Trans-Continental Movement of Bee-Associated Fungi								PLOS ONE				10	6					e0130560	10.1371/journal.pone.0130560			JUN 23 2015	2015										5							WOS:000356901900051		
J	Piot, Niels; Snoeck, Simon; Vanlede, Maarten; Smagghe, Guy; Meeus, Ivan								The Effect of Oral Administration of dsRNA on Viral Replication and Mortality in Bombus terrestris								VIRUSES-BASEL				7	6			3172	3185		10.3390/v7062765			JUN 2015	2015										14							WOS:000357799000021		
J	Daughenbaugh, Katie F.; Martin, Madison; Brutscher, Laura M.; Cavigli, Ian; Garcia, Emma; Lavin, Matt; Flenniken, Michelle L.								Honey Bee Infecting Lake Sinai Viruses								VIRUSES-BASEL				7	6			3285	3309		10.3390/v7062772			JUN 2015	2015										21							WOS:000357799000028		
J	da Silva, Felipe Leno; Grassi Sella, Marina Lopes; Francoy, Tiago Mauricio; Reali Costa, Anna Helena								Evaluating classification and feature selection techniques for honeybee subspecies identification using wing images								COMPUTERS AND ELECTRONICS IN AGRICULTURE				114				68	77		10.1016/j.compag.2015.03.012			JUN 2015	2015										8							WOS:000357241400009		
J	Farjan, Marek; Zoltowska, Krystyna; Lipinski, Zbigniew; Lopienska-Biernat, Elzbieta; Dmitryjuk, Malgorzata								THE EFFECT OF DIETARY VITAMIN C ON CARBOHYDRATE CONCENTRATIONS AND HYDROLASE ACTIVITY, DURING THE DEVELOPMENT OF HONEY BEE WORKER BROOD								JOURNAL OF APICULTURAL SCIENCE				59	1			5	16		10.1515/JAS-2015-0001			JUN 2015	2015										1							WOS:000355623500001		
J	Mullin, Christopher A.; Chen, Jing; Fine, Julia D.; Frazier, Maryann T.; Frazier, James L.								The formulation makes the honey bee poison								PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY				120				27	35		10.1016/j.pestbp.2014.12.026			MAY 2015	2015						13th IUPAC International Congress of Pesticide Chemistry - Discovery and Synthesis of Crop Protection Products	AUG 10-14, 2014	Amer Chem Soc, Div Agrochemicals; Int Union Pure & Appl Chem	San Francisco, CA	34							WOS:000355961700006		
J	Ramirez, Santiago R.; Hernandez, Carlos; Link, Andres; Lopez-Uribe, Margarita M.								Seasonal cycles, phylogenetic assembly, and functional diversity of orchid bee communities								ECOLOGY AND EVOLUTION				5	9			1896	1907		10.1002/ece3.1466			MAY 2015	2015										6							WOS:000354209800013		
J	Doublet, Vincent; Labarussias, Maureen; de Miranda, Joachim R.; Moritz, Robin F. A.; Paxton, Robert J.								Bees under stress: sublethal doses of a neonicotinoid pesticide and pathogens interact to elevate honey bee mortality across the life cycle								ENVIRONMENTAL MICROBIOLOGY				17	4			969	983		10.1111/1462-2920.12426			APR 2015	2015										105							WOS:000352545100006		
J	Manley, Robyn; Boots, Mike; Wilfert, Lena								Emerging viral disease risk to pollinating insects: ecological, evolutionary and anthropogenic factors								JOURNAL OF APPLIED ECOLOGY				52	2			331	340		10.1111/1365-2664.12385			APR 2015	2015										46							WOS:000352138100007		
J	Perry, Clint J.; Sovik, Eirik; Myerscough, Mary R.; Barron, Andrew B.								Rapid behavioral maturation accelerates failure of stressed honey bee colonies								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				112	11			3427	3432		10.1073/pnas.1422089112			MAR 17 2015	2015										77							WOS:000351060000077		
J	Ravoet, Jorgen; De Smet, Lina; Wenseleers, Tom; de Graaf, Dirk C.								Vertical transmission of honey bee viruses in a Belgian queen breeding program								BMC VETERINARY RESEARCH				11						61	10.1186/s12917-015-0386-9			MAR 14 2015	2015										7							WOS:000351201100002		
J	Galbraith, David A.; Yang, Xingyu; Nino, Elina Lastro; Yi, Soojin; Grozinger, Christina								Parallel Epigenomic and Transcriptomic Responses to Viral Infection in Honey Bees (Apis mellifera)								PLOS PATHOGENS				11	3					UNSP e1004713	10.1371/journal.ppat.1004713			MAR 2015	2015										31							WOS:000352201900039		
J	van den Heever, Johan P.; Thompson, Thomas S.; Curtis, Jonathan M.; Pernal, Stephen F.								Determination of Dicyclohexylamine and Fumagillin in Honey by LC-MS/MS								FOOD ANALYTICAL METHODS				8	3			767	777		10.1007/s12161-014-9956-x			MAR 2015	2015										4							WOS:000349553900026		
J	Choi, Na Rae; Jung, Chuleui; Lee, Dae-Weon								Optimization of detection of black queen cell virus from Bombus terrestris via real-time PCR								JOURNAL OF ASIA-PACIFIC ENTOMOLOGY				18	1			9	12		10.1016/j.aspen.2014.10.010			MAR 2015	2015										1							WOS:000349726700002		
J	Milivojevic, Tamara; Glavan, Gordana; Bozic, Janko; Sepcic, Kristina; Mesaric, Tina; Drobne, Damjana								Neurotoxic potential of ingested ZnO nanomaterials on bees								CHEMOSPHERE				120				547	554		10.1016/j.chemosphere.2014.07.054			FEB 2015	2015										12							WOS:000348003200076		
J	Bekele, Aschalew Z.; Mor, Sunil K.; Phelps, Nicholas B. D.; Goyal, Sagar M.; Armien, Anibal G.								A case report of Nosema ceranae infection in honey bees in Minnesota, USA								VETERINARY QUARTERLY				35	1			48	50		10.1080/01652176.2014.981766			JAN 2 2015	2015										10							WOS:000349401400010		
J	Avni, Dorit; Kielmanowicz, Merav Gleit; Inberg, Alex; Golani, Yael; Lerner, Inbar Maayan; Gafni, Guy; Mahler, Tomer								Quantitative analytical tools for bee health (Apis mellifera) assessment								Julius-Kuhn-Archiv				450				103	110					2015	2015						12th International Symposium of the ICP-PR Bee Protection Group - Hazards of Pesticides to Bees	SEP 15-17, 2014	Int Commiss Plant Protect Relat	Ghent Univ, Fac Bioscience Engn, Ghent, BELGIUM	0							WOS:000381782400016		
J	Hsu, Miao-Lin; Jan, Shiang-Jie; Tsai, Zuo-Min; Wang, Huei; Chang, Fan-Ren; Jau, Pei-Hung; Lin, Kun-You; Yang, En-Cheng			IEEE					Portable 9.4/18.8 GHz Harmonic Radar System Using Pulse Pseudorandom Code Principle								European Microwave Conference								885	888					2015	2015						45th European Microwave Conference (EuMC)	SEP 06-11, 2015	Keysight Technol; COBHAM; Copper Mountain Technol; CST; Infineon; MiCIAN; Natl Instruments; ROHDE & SCHWARZ; THALES; ThalesAlenia; United Monolith Semiconductors; European Microwave Assoc; Horizon House; IEEE; IEEE MTT Soc; IEEE Antennas & Propagat Soc	Paris, FRANCE	1							WOS:000377204600217		
J	Tashakkori, Rahman; Ghadiri, Ahmad			IEEE					Image Processing for Honey Bee hive Health Monitoring								IEEE SoutheastCon-Proceedings														2015	2015						IEEE Southeast Conference (IEEE SoutheastCon)	APR 09-12, 2015	IEEE	Fort Lauderdale, FL	0							WOS:000371393800163		
J	L, TZUU-HSENG S., I; KUO, PING-HUAN; HO, YA-FANG; KAO, MIN-CHI; TAI, LI-HENG								A Biped Gait Learning Algorithm for Humanoid Robots Based on Environmental Impact Assessed Artificial Bee Colony								IEEE ACCESS				3				13	26		10.1109/ACCESS.2015.2397701			2015	2015										14							WOS:000371280800001		
J	Tantillo, Giuseppina; Bottaro, Marilisa; Di Pinto, Angela; Martella, Vito; Di Pinto, Pietro; Terio, Valentina								Virus infections of honeybees Apis Mellifera								ITALIAN JOURNAL OF FOOD SAFETY				4	3			157	168		10.4081/ijfs.2015.5364			2015	2015										3							WOS:000370173500012		
J	Brutscher, Laura M.; Flenniken, Michelle L.								RNAi and Antiviral Defense in the Honey Bee								JOURNAL OF IMMUNOLOGY RESEARCH										941897	10.1155/2015/941897			2015	2015										8							WOS:000367604900001		
J	Rangberg, A.; Mathiesen, G.; Amdam, G. V.; Diep, D. B.								The paratransgenic potential of Lactobacillus kunkeei in the honey bee Apis mellifera								BENEFICIAL MICROBES				6	4			513	523		10.3920/BM2014.0115			2015	2015										11							WOS:000367160600014		
J	Wegorek, Pawel; Zamojska, Joanna; Dworzanska, Daria								IMPACT OF SELECTED ACTIVE SUBSTANCES IN INSECTICIDES ON THE BEHAVIOR OF HONEY BEES (Apis mellifera L.) AND SILVER Y MOTHS (Autographa gamma L.) AFTER INSECTICIDE PLANT TREATMENT								FRESENIUS ENVIRONMENTAL BULLETIN				24	5			1742	1746					2015	2015										0							WOS:000363071300019		
J	Araneda, X.; Cumian, M.; Morales, D.								Distribution, epidemiological characteristics and control methods of the pathogen Nosema ceranae Fries in honey bees Apis mellifera L. (Hymenoptera, Apidae)								ARCHIVOS DE MEDICINA VETERINARIA				47	2			129	138		10.4067/S0301-732X2015000200002			2015	2015										2							WOS:000361079100002		
J	Fliszkiewicz, Monika; Kusnierczak, Anna; Szymas, Bozena								Reproduction of the red mason solitary bee Osmia rufa (syn. Osmia bicornis) (Hymenoptera: Megachilidae) in various habitats								EUROPEAN JOURNAL OF ENTOMOLOGY				112	1			100	105					2015	2015										2							WOS:000350303000012		
J	Huang, Wei-Fone; Solter, Leellen; Aronstein, Katherine; Huang, Zachary								Infectivity and virulence of Nosema ceranae and Nosema apis in commercially available North American honey bees								JOURNAL OF INVERTEBRATE PATHOLOGY				124				107	113		10.1016/j.jip.2014.10.006			JAN 2015	2015										17							WOS:000348250600017		
J	Simon-Delso, N.; Amaral-Rogers, V.; Belzunces, L. P.; Bonmatin, J. M.; Chagnon, M.; Downs, C.; Furlan, L.; Gibbons, D. W.; Giorio, C.; Girolami, V.; Goulson, D.; Kreutzweiser, D. P.; Krupke, C. H.; Liess, M.; Long, E.; McField, M.; Mineau, P.; Mitchell, E. A. D.; Morrissey, C. A.; Noome, D. A.; Pisa, L.; Settele, J.; Stark, J. D.; Tapparo, A.; Van Dyck, H.; Van Praagh, J.; Van der Sluijs, J. P.; Whitehorn, P. R.; Wiemers, M.								Systemic insecticides (neonicotinoids and fipronil): trends, uses, mode of action and metabolites								ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH				22	1			5	34		10.1007/s11356-014-3470-y			JAN 2015	2015										239							WOS:000347407200002		
J	Caldararo, Niccolo								SOCIAL BEHAVIOUR AND THE SUPERORGANISM: IMPLICATIONS FOR DISEASE AND STABILITY IN COMPLEX ANIMAL SOCIETIES AND COLONY COLLAPSE DISORDER IN HONEYBEES								INTERDISCIPLINARY DESCRIPTION OF COMPLEX SYSTEMS				13	1			82	98		10.7906/indecs.13.1.10			JAN 2015	2015										0							WOS:000410310000010		
J	Qandour, Amro; Ahmad, Iftekhar; Habibi, Daryoush; Leppard, Mark								REMOTE BEEHIVE MONITORING USING ACOUSTIC SIGNALS								ACOUSTICS AUSTRALIA				42	3			204	209					DEC 2014	2014										3							WOS:000347787900007		
J	Nazzi, Francesco; Pennacchio, Francesco								Disentangling multiple interactions in the hive ecosystem								TRENDS IN PARASITOLOGY				30	12			556	561		10.1016/j.pt.2014.09.006			DEC 2014	2014										35							WOS:000347140400004		
J	Grzeda, Urszula; Gajda, Anna; Topolska, Grazyna								Chronic bee paralysis and sacbrood: Virus infections not associated with other bee diseases								MEDYCYNA WETERYNARYJNA-VETERINARY MEDICINE-SCIENCE AND PRACTICE				70	12			729	734					DEC 2014	2014										1							WOS:000345953200004		
J	Corby-Harris, Vanessa; Snyder, Lucy A.; Schwan, Melissa R.; Maes, Patrick; McFrederick, Quinn S.; Anderson, Kirk E.								Origin and Effect of Alpha 2.2 Acetobacteraceae in Honey Bee Larvae and Description of Parasaccharibacter apium gen. nov., sp nov.								APPLIED AND ENVIRONMENTAL MICROBIOLOGY				80	24			7460	7472		10.1128/AEM.02043-14			DEC 2014	2014										38							WOS:000345223500002		
J	Kribs-Zaleta, Christopher M.; Mitchell, Christopher								MODELING COLONY COLLAPSE DISORDER IN HONEYBEES AS A CONTAGION								MATHEMATICAL BIOSCIENCES AND ENGINEERING				11	6			1275	1294		10.3934/mbe.2014.11.1275			DEC 2014	2014										9							WOS:000343111100002		
J	Betti, Matt I.; Wahl, Lindi M.; Zamir, Mair								Effects of Infection on Honey Bee Population Dynamics: A Model								PLOS ONE				9	10					e110237	10.1371/journal.pone.0110237			OCT 16 2014	2014										22							WOS:000343210800071		
J	Marringa, William J.; Krueger, Michael J.; Burritt, Nancy L.; Burritt, James B.								Honey Bee Hemocyte Profiling by Flow Cytometry								PLOS ONE				9	10					e108486	10.1371/journal.pone.0108486			OCT 6 2014	2014										10							WOS:000345743700021		
J	Mumoki, F. N.; Fombong, A.; Muli, E.; Muigai, W. T.; Masiga, D.								An inventory of documented diseases of African honeybees								AFRICAN ENTOMOLOGY				22	3			473	487		10.4001/003.022.0313			SEP 2014	2014										8							WOS:000344616900002		
J	Engel, Philipp; Stepanauskas, Ramunas; Moran, Nancy A.								Hidden Diversity in Honey Bee Gut Symbionts Detected by Single-Cell Genomics								PLOS GENETICS				10	9					e1004596	10.1371/journal.pgen.1004596			SEP 2014	2014										58							WOS:000343009600023		
J	Meeus, Ivan; de Miranda, Joachim R.; de Graaf, Dirk C.; Waeckers, Felix; Smagghe, Guy								Effect of oral infection with Kashmir bee virus and Israeli acute paralysis virus on bumblebee (Bombus terrestris) reproductive success								JOURNAL OF INVERTEBRATE PATHOLOGY				121				64	69		10.1016/j.jip.2014.06.011			SEP 2014	2014										23							WOS:000341284400010		
J	Nicodemo, Daniel; Maioli, Marcos A.; Medeiros, Hyllana C. D.; Guelfi, Marieli; Balieira, Kamila V. B.; De Jong, David; Mingatto, Fabio E.								FIPRONIL AND IMIDACLOPRID REDUCE HONEYBEE MITOCHONDRIAL ACTIVITY								ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY				33	9			2070	2075		10.1002/etc.2655			SEP 2014	2014										29							WOS:000340537400021		
J	Ren, Junyuan; Cone, Abigail; Willmot, Rebecca; Jones, Ian M.								Assembly of Recombinant Israeli Acute Paralysis Virus Capsids								PLOS ONE				9	8					e105943	10.1371/journal.pone.0105943			AUG 25 2014	2014										4							WOS:000340952200092		
J	Matsumoto, Hitoshi; Nomura, Sachiyo; Hayakawa, Yoichi								Changes of RNA virus infection rates and gut microbiota in young worker Apis mellifera (Hymenoptera: Apidae) of a chalkbrood-infected colony after a pollination task in a greenhouse								APPLIED ENTOMOLOGY AND ZOOLOGY				49	3			395	402		10.1007/s13355-014-0261-3			AUG 2014	2014										1							WOS:000340492500004		
J	Reddy, Kondreddy Eswar; Yoo, Mi-Sun; Kim, Young-Ha; Kim, Nam-Hee; Jung, Ha-Na; Le Thi Bich Thao; Ramya, Mummadireddy; Huong Thi Thanh Doan; Lien Thi Kim Nguyen; Jung, Suk-Chan; Kang, Seung-Won								Analysis of the RdRp, intergenic and structural polyprotein regions, and the complete genome sequence of Kashmir bee virus from infected honeybees (Apis mellifera) in Korea								VIRUS GENES				49	1			137	144		10.1007/s11262-014-1074-8			AUG 2014	2014										2							WOS:000339731000016		
J	Zakar, E.; Javor, A.; Kusza, Sz.								Genetic bases of tolerance to Varroa destructor in honey bees (Apis mellifera L.)								INSECTES SOCIAUX				61	3			207	215		10.1007/s00040-014-0347-5			AUG 2014	2014										8							WOS:000339347200001		
J	Chen, Yan Ping; Pettis, Jeffery S.; Corona, Miguel; Chen, Wei Ping; Li, Cong Jun; Spivak, Marla; Visscher, P. Kirk; DeGrandi-Hoffman, Gloria; Boncristiani, Humberto; Zhao, Yan; Vanengelsdorp, Dennis; Delaplane, Keith; Solter, Leellen; Drummond, Francis; Kramer, Matthew; Lipkin, W. Ian; Palacios, Gustavo; Hamilton, Michele C.; Smith, Barton; Huang, Shao Kang; Zheng, Huo Qing; Li, Ji Lian; Zhang, Xuan; Zhou, Ai Fen; Wu, Li You; Zhou, Ji Zhong; Lee, Myeong-L.; Teixeira, Erica W.; Li, Zhi Guo; Evans, Jay D.								Israeli Acute Paralysis Virus: Epidemiology, Pathogenesis and Implications for Honey Bee Health								PLOS PATHOGENS				10	7					e1004261	10.1371/journal.ppat.1004261			JUL 2014	2014										46							WOS:000340551000041		
J	McCrink-Goode, Melissa								Pollution: A global threat								ENVIRONMENT INTERNATIONAL				68				162	170		10.1016/j.envint.2014.03.023			JUL 2014	2014										5							WOS:000337874300018		
J	Shutler, Dave; Head, Krista; Burgher-MacLellan, Karen L.; Colwell, Megan J.; Levitt, Abby L.; Ostiguy, Nancy; Williams, Geoffrey R.								Honey Bee Apis mellifera Parasites in the Absence of Nosema ceranae Fungi and Varroa destructor Mites								PLOS ONE				9	6					e98599	10.1371/journal.pone.0098599			JUN 23 2014	2014										10							WOS:000338917900003		
J	Ryabov, Eugene V.; Wood, Graham R.; Fannon, Jessica M.; Moore, Jonathan D.; Bull, James C.; Chandler, Dave; Mead, Andrew; Burroughs, Nigel; Evans, David J.								A Virulent Strain of Deformed Wing Virus (DWV) of Honeybees (Apis mellifera) Prevails after Varroa destructor-Mediated, or In Vitro, Transmission								PLOS PATHOGENS				10	6					e1004230	10.1371/journal.ppat.1004230			JUN 2014	2014										94							WOS:000338197400051		
J	Lu, Chensheng; Warchol, Kenneth M.; Callahan, Richard A.								Sub-lethal exposure to neonicotinoids impaired honey bees winterization before proceeding to colony collapse disorder								BULLETIN OF INSECTOLOGY				67	1			125	130					JUN 2014	2014										37							WOS:000336561400016		
J	Robertson, Albert J.; Trost, Brett; Scruten, Erin; Robertson, Thomas; Mostajeran, Mohammad; Connor, Wayne; Kusalik, Anthony; Griebel, Philip; Napper, Scott								Identification of developmentally-specific kinotypes and mechanisms of Varroa mite resistance through whole-organism, kinome analysis of honeybee								FRONTIERS IN GENETICS				5						139	10.3389/fgene.2014.00139			MAY 21 2014	2014										11							WOS:000347067400001		
J	Kuster, Ryan D.; Boncristiani, Humberto F.; Rueppell, Olav								Immunogene and viral transcript dynamics during parasitic Varroa destructor mite infection of developing honey bee (Apis mellifera) pupae								JOURNAL OF EXPERIMENTAL BIOLOGY				217	10			1710	1718		10.1242/jeb.097766			MAY 2014	2014										32							WOS:000338517700014		
J	Hou, Chunsheng; Rivkin, Hadassah; Slabezki, Yossi; Chejanovsky, Nor								Dynamics of the Presence of Israeli Acute Paralysis Virus in Honey Bee Colonies with Colony Collapse Disorder								VIRUSES-BASEL				6	5			2012	2027		10.3390/v6052012			MAY 2014	2014										18							WOS:000337160900007		
J	Dolezal, Adam G.; Toth, Amy L.								Honey bee sociogenomics: a genome-scale perspective on bee social behavior and health								APIDOLOGIE				45	3			375	395		10.1007/s13592-013-0251-4			MAY 2014	2014										11							WOS:000334412100007		
J	Runckel, Charles; DeRisi, Joseph; Flenniken, Michelle L.								A Draft Genome of the Honey Bee Trypanosomatid Parasite Crithidia mellificae								PLOS ONE				9	4					e95057	10.1371/journal.pone.0095057			APR 17 2014	2014										20							WOS:000335309100062		
J	Muli, Elliud; Patch, Harland; Frazier, Maryann; Frazier, James; Torto, Baldwyn; Baumgarten, Tracey; Kilonzo, Joseph; Kimani, James Ng'ang'a; Mumoki, Fiona; Masiga, Daniel; Tumlinson, James; Grozinger, Christina								Evaluation of the Distribution and Impacts of Parasites, Pathogens, and Pesticides on Honey Bee (Apis mellifera) Populations in East Africa								PLOS ONE				9	4					e94459	10.1371/journal.pone.0094459			APR 16 2014	2014										42							WOS:000336863900047		
J	Sanchez-Bayo, Francisco; Goka, Koichi								Pesticide Residues and Bees - A Risk Assessment								PLOS ONE				9	4					e94482	10.1371/journal.pone.0094482			APR 9 2014	2014										181							WOS:000334339000126		
J	Rodriguez, Marta; Vargas, Marisol; Antunez, Karina; Gerding, Marcos; Castro, Fidel Ovidio; Zapata, Nelson								Prevalence and phylogenetic analysis of honey bee viruses in the Biobio Region of Chile and their association with other honey bee pathogens								CHILEAN JOURNAL OF AGRICULTURAL RESEARCH				74	2			170	177		10.4067/S0718-58392014000200007			APR-JUN 2014	2014										8							WOS:000337808600007		
